RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,balance_salary_ratio,products_per_year,age_group,engagement_score,credit_score_band,is_zero_balance,high_value_customer,tenure_stability,age_tenure_ratio,inactive_high_balance,clv_estimated,Exited
7534,12658395,520,0,1,23,1,0.0,1,0,0,12710.26,0.0,0.5,0,0.075,0,1,0,0,11.5,0,494.29,0
7535,15391763,673,0,1,85,8,0.0,2,1,0,144658.24,0.0,0.2222222222222222,3,0.35,2,1,0,2,9.444444444444445,0,5000.0,0
7536,17846412,450,2,0,29,6,0.0,2,0,0,15805.81,0.0,0.2857142857142857,0,0.15,0,1,0,2,4.142857142857143,0,982.57,0
7537,13506614,315,1,0,36,4,245850.52,2,0,1,97759.54,2.5148236701638513,0.4,1,0.65,0,0,0,1,7.2,0,5000.0,0
7538,18231657,525,2,1,67,2,0.0,2,0,1,11302.76,0.0,0.6666666666666666,3,0.65,0,1,0,0,22.333333333333332,0,550.79,0
7539,19575128,573,0,1,84,1,192802.64,1,0,0,18106.44,10.647702822707132,0.5,3,0.075,0,0,0,0,42.0,1,706.06,1
7540,16686387,807,0,0,49,1,169129.16,2,1,0,160299.31,1.0550769365324373,1.0,2,0.35,4,0,1,0,24.5,1,5000.0,1
7541,19509344,744,2,0,37,2,71766.35,1,1,1,184805.1,0.3883332314247203,0.3333333333333333,1,0.775,3,0,0,0,12.333333333333334,0,5000.0,0
7542,19149408,399,0,1,44,5,93475.57,2,1,0,145363.45,0.6430428485093845,0.3333333333333333,1,0.35,0,0,0,1,7.333333333333333,1,5000.0,0
7543,19417102,452,1,1,86,5,49894.37,2,1,1,169726.12,0.29396816489904504,0.3333333333333333,3,0.85,0,0,0,1,14.333333333333334,0,5000.0,0
7544,12846022,402,2,1,86,10,137823.56,2,0,1,39552.26,3.4845057019320276,0.18181818181818182,3,0.65,0,0,0,2,7.818181818181818,0,2991.58,0
7545,16955563,801,1,0,27,8,24088.25,1,0,0,123721.89,0.19469517726267144,0.1111111111111111,0,0.075,4,0,0,2,3.0,0,5000.0,1
7546,12284748,494,0,1,85,10,0.0,1,1,1,104554.78,0.0,0.09090909090909091,3,0.775,0,1,0,2,7.7272727272727275,0,5000.0,0
7547,17163793,791,1,1,81,8,53130.11,2,0,1,172754.79,0.307544598071069,0.2222222222222222,3,0.65,3,0,0,2,9.0,0,5000.0,0
7548,10258279,333,0,0,58,6,57307.51,1,0,0,115610.62,0.49568987961590716,0.14285714285714285,2,0.075,0,0,0,2,8.285714285714286,1,5000.0,1
7549,12004397,607,0,1,37,8,123721.59,1,0,0,184024.22,0.6723077956380109,0.1111111111111111,1,0.075,1,0,0,2,4.111111111111111,1,5000.0,0
7550,11242359,341,0,1,52,8,83345.52,2,1,0,182758.06,0.4560404283103667,0.2222222222222222,2,0.35,0,0,0,2,5.777777777777778,1,5000.0,1
7551,13299889,605,2,1,76,8,45803.01,1,0,1,75257.75,0.6086071054860731,0.1111111111111111,3,0.575,1,0,0,2,8.444444444444445,0,4443.84,0
7552,11425550,306,1,1,38,2,246486.57,2,1,1,151685.73,1.6249712153462599,0.6666666666666666,1,0.85,0,0,0,0,12.666666666666666,0,5000.0,0
7553,12598484,386,0,1,43,7,73513.38,2,0,1,178097.72,0.4127675931640609,0.25,1,0.65,0,0,0,2,5.375,0,5000.0,0
7554,13415680,380,0,1,52,2,186183.26,2,1,1,79465.46,2.342916244161373,0.6666666666666666,2,0.85,0,0,0,0,17.333333333333332,0,3873.46,0
7555,14980171,690,1,1,23,3,182889.79,2,0,1,157165.44,1.163669483128841,0.5,0,0.65,2,0,1,1,5.75,0,5000.0,0
7556,13657382,652,2,1,48,7,64921.57,1,1,1,10101.51,6.426281191505873,0.125,2,0.775,1,0,0,2,6.0,0,568.14,0
7557,10401502,607,0,0,28,5,0.0,1,0,1,91114.1,0.0,0.16666666666666666,0,0.575,1,1,0,1,4.666666666666667,0,4592.32,0
7558,12396185,408,0,0,18,8,0.0,1,1,1,131048.81,0.0,0.1111111111111111,0,0.775,0,1,0,2,2.0,0,5000.0,0
7559,18701772,446,2,1,47,7,215952.13,2,0,1,79272.74,2.72413197611214,0.25,2,0.65,0,0,0,2,5.875,0,5000.0,0
7560,14368085,508,2,0,74,8,186186.01,1,0,0,177875.63,1.0467142873125042,0.1111111111111111,3,0.075,0,0,1,2,8.222222222222221,1,5000.0,0
7561,19933441,839,2,1,91,1,79247.66,2,0,0,133931.8,0.5916971794810533,1.0,3,0.15,4,0,0,0,45.5,1,5000.0,0
7562,17543884,688,0,0,50,1,0.0,1,0,1,111887.64,0.0,0.5,2,0.575,2,1,0,0,25.0,0,4350.4,0
7563,15466894,317,0,0,74,2,153813.88,2,0,0,174452.6,0.881689343183517,0.6666666666666666,3,0.15,0,0,0,0,24.666666666666668,1,5000.0,1
7564,18056106,317,0,0,34,3,121554.63,1,0,0,152458.09,0.7972934247475831,0.25,1,0.075,0,0,0,1,8.5,1,5000.0,0
7565,14084408,491,0,0,65,9,89253.45,2,0,1,56262.31,1.5863526337145823,0.2,3,0.65,0,0,0,2,6.5,0,4065.39,0
7566,12533651,415,2,1,67,0,163321.75,2,0,0,162361.29,1.0059093771096723,2.0,3,0.15,0,0,1,0,67.0,1,5000.0,1
7567,17442434,524,0,1,42,5,238163.03,1,0,1,107577.73,2.21384868551618,0.16666666666666666,1,0.575,0,0,0,1,7.0,0,5000.0,0
7568,15569306,848,1,1,51,8,226355.53,3,1,1,49010.66,4.6184016211652485,0.3333333333333333,2,0.925,4,0,0,2,5.666666666666667,0,3860.68,1
7569,14789007,407,2,1,68,3,0.0,1,0,0,195554.66,0.0,0.25,3,0.075,0,1,0,1,17.0,0,5000.0,0
7570,11490114,628,2,0,41,3,240024.58,1,1,0,86018.05,2.7903653899921004,0.25,1,0.275,1,0,0,1,10.25,1,3842.42,0
7571,14766730,565,1,1,63,2,0.0,3,0,0,16787.33,0.0,1.0,3,0.225,0,1,0,0,21.0,0,934.86,1
7572,15757517,663,2,1,35,4,29758.75,1,0,0,185015.51,0.16084375388985556,0.2,1,0.075,1,0,0,1,7.0,0,5000.0,0
7573,17683390,601,0,0,58,6,115805.64,1,0,1,34129.09,3.393065766893671,0.14285714285714285,2,0.575,1,0,0,2,8.285714285714286,0,1819.72,0
7574,16550937,584,0,0,22,6,166795.84,1,1,0,96614.6,1.7263862150625777,0.14285714285714285,0,0.275,1,0,0,2,3.142857142857143,1,5000.0,0
7575,10179435,452,0,0,51,9,201348.08,4,0,0,108413.45,1.8572070420502063,0.4,2,0.3,0,0,0,2,5.1,1,5000.0,1
7576,11533331,832,2,1,55,0,234808.06,2,0,0,154477.4,1.52000577427006,2.0,2,0.15,4,0,1,0,55.0,1,5000.0,0
7577,17252323,447,2,0,80,3,131702.2,1,1,0,24865.84,5.296298202747113,0.25,3,0.275,0,0,0,1,20.0,1,1111.41,0
7578,18566464,379,0,1,46,3,96400.59,1,1,0,152240.5,0.6332083564599665,0.25,2,0.275,0,0,0,1,11.5,1,5000.0,1
7579,11570214,352,0,0,18,4,74008.08,2,0,1,143272.03,0.5165527664208679,0.4,0,0.65,0,0,0,1,3.6,0,5000.0,0
7580,14224119,337,0,1,21,8,153678.02,2,1,0,68006.27,2.259729290706714,0.2222222222222222,0,0.35,0,0,0,2,2.3333333333333335,1,4685.83,0
7581,14179801,494,0,1,58,1,0.0,1,1,0,160723.8,0.0,0.5,2,0.275,0,1,0,0,29.0,0,5000.0,0
7582,15609494,749,2,0,78,3,159937.92,1,1,0,44547.27,3.5902161857239356,0.25,3,0.275,3,0,0,1,19.5,1,1990.43,1
7583,13752959,385,0,1,84,0,0.0,2,0,1,193624.76,0.0,2.0,3,0.65,0,1,0,0,84.0,0,5000.0,0
7584,15768610,302,2,1,78,6,0.0,1,1,1,187381.99,0.0,0.14285714285714285,3,0.775,0,1,0,2,11.142857142857142,0,5000.0,0
7585,19872805,592,1,1,43,10,23197.35,2,0,1,135525.95,0.17116411163978823,0.18181818181818182,1,0.65,1,0,0,2,3.909090909090909,0,5000.0,0
7586,13600109,609,0,0,54,10,132494.38,2,0,0,74997.97,1.7666159948596627,0.18181818181818182,2,0.15,1,0,0,2,4.909090909090909,1,5000.0,0
7587,18110065,610,0,0,84,0,0.0,2,0,1,90367.47,0.0,2.0,3,0.65,1,1,0,0,84.0,0,3795.6,0
7588,15487073,300,2,1,80,1,222847.71,2,0,0,154914.86,1.438508039138149,1.0,3,0.15,0,0,1,0,40.0,1,5000.0,1
7589,11747279,411,1,0,52,6,203013.88,2,1,1,49470.46,4.103656532473471,0.2857142857142857,2,0.85,0,0,0,2,7.428571428571429,0,3077.17,0
7590,13172676,491,0,1,54,2,0.0,2,1,1,69237.66,0.0,0.6666666666666666,2,0.85,0,1,0,0,18.0,0,3373.36,0
7591,11473053,707,0,0,23,2,0.0,2,0,0,93951.08,0.0,0.6666666666666666,0,0.15,2,1,0,0,7.666666666666667,0,4577.52,0
7592,12453175,658,2,1,30,7,0.0,2,0,1,158720.04,0.0,0.25,0,0.65,1,1,0,2,3.75,0,5000.0,0
7593,11409776,748,2,1,57,3,49150.49,1,1,1,37465.37,1.311856205978855,0.25,2,0.775,3,0,0,1,14.25,0,1673.19,0
7594,16817558,601,2,0,56,6,15724.9,2,1,1,31999.15,0.4914008215586489,0.2857142857142857,2,0.85,1,0,0,2,8.0,0,1989.39,0
7595,13919430,522,1,0,61,0,103605.02,1,0,0,181673.7,0.5702776446032386,1.0,3,0.075,0,0,0,0,61.0,1,5000.0,1
7596,18413201,608,2,1,41,10,0.0,1,0,0,193570.03,0.0,0.09090909090909091,1,0.075,1,1,0,2,3.727272727272727,0,5000.0,0
7597,11530365,512,0,1,35,0,0.0,1,0,0,111769.42,0.0,1.0,1,0.075,0,1,0,0,35.0,0,4023.81,0
7598,14795079,386,1,0,51,0,0.0,2,1,1,145114.73,0.0,2.0,2,0.85,0,1,0,0,51.0,0,5000.0,1
7599,18555175,617,0,1,83,4,234032.35,2,0,0,46776.37,5.00311047842151,0.4,3,0.15,1,0,0,1,16.6,1,2595.8,0
7600,17710517,462,1,1,90,9,8511.49,2,0,0,174610.52,0.04874529469762362,0.2,3,0.15,0,0,0,2,9.0,0,5000.0,0
7601,15320004,445,2,1,21,7,132127.39,2,1,0,174787.6,0.7559268167374761,0.25,0,0.35,0,0,0,2,2.625,1,5000.0,0
7602,12253981,691,2,1,44,5,9468.49,1,1,0,39152.1,0.24183244749457897,0.16666666666666666,1,0.275,2,0,0,1,7.333333333333333,0,1973.57,0
7603,14079502,336,1,1,57,3,0.0,1,0,0,150786.04,0.0,0.25,2,0.075,0,1,0,1,14.25,0,5000.0,0
7604,18297531,312,1,1,34,2,0.0,1,1,1,49558.19,0.0,0.3333333333333333,1,0.775,0,1,0,0,11.333333333333334,0,2069.56,0
7605,15314393,496,2,1,44,7,110442.94,1,1,1,95558.13,1.1557549760028163,0.125,1,0.775,0,0,0,2,5.5,0,5000.0,0
7606,17284329,628,2,1,27,5,17891.22,2,0,0,72842.17,0.2456128694014827,0.3333333333333333,0,0.15,1,0,0,1,4.5,0,4283.48,0
7607,17445271,762,2,0,52,6,30693.1,1,1,0,175457.95,0.17493037545249185,0.14285714285714285,2,0.275,3,0,0,2,7.428571428571429,0,5000.0,0
7608,17661468,584,0,1,84,4,0.0,2,1,1,98348.08,0.0,0.4,3,0.85,1,1,0,1,16.8,0,5000.0,0
7609,10872663,442,0,0,87,3,0.0,1,0,1,166139.33,0.0,0.25,3,0.575,0,1,0,1,21.75,0,5000.0,0
7610,11315638,489,2,1,19,1,48814.13,1,0,0,125425.36,0.38918557470694354,0.5,0,0.075,0,0,0,0,9.5,0,4877.13,0
7611,16015309,508,2,1,65,3,0.0,1,0,0,102464.44,0.0,0.25,3,0.075,0,1,0,1,16.25,0,4574.13,0
7612,10963451,484,1,1,86,2,11979.26,2,1,1,137620.91,0.08704471548171364,0.6666666666666666,3,0.85,0,0,0,0,28.666666666666668,0,5000.0,0
7613,16882399,668,1,1,75,5,0.0,1,0,1,10609.84,0.0,0.16666666666666666,3,0.575,1,1,0,1,12.5,0,534.94,0
7614,14927893,740,0,0,22,3,0.0,1,0,0,112888.42,0.0,0.25,0,0.075,3,1,0,1,5.5,0,5000.0,0
7615,12758894,690,0,1,47,8,0.0,1,1,1,46207.46,0.0,0.1111111111111111,2,0.775,2,1,0,2,5.222222222222222,0,2728.3,0
7616,17603392,510,2,0,74,6,92034.37,1,0,1,158905.48,0.5791731715408962,0.14285714285714285,3,0.575,0,0,0,2,10.571428571428571,0,5000.0,0
7617,18991480,458,0,0,91,3,202081.18,2,1,1,174589.36,1.157458979980338,0.5,3,0.85,0,0,1,1,22.75,0,5000.0,0
7618,12919260,344,1,1,40,0,0.0,2,0,1,151998.56,0.0,2.0,1,0.65,0,1,0,0,40.0,0,5000.0,0
7619,15914193,739,1,0,39,1,161904.44,1,1,0,188396.7,0.8593758841004959,0.5,1,0.275,2,0,1,0,19.5,1,5000.0,1
7620,11540895,830,2,1,36,0,0.0,1,1,0,37312.73,0.0,1.0,1,0.275,4,1,0,0,36.0,0,1343.55,0
7621,12063694,330,0,1,85,3,0.0,2,0,1,51399.62,0.0,0.5,3,0.65,0,1,0,1,21.25,0,2676.91,0
7622,11558840,371,1,1,31,3,45885.61,1,0,0,145351.55,0.3156849329440729,0.25,1,0.075,0,0,0,1,7.75,0,5000.0,1
7623,13380698,418,0,0,45,0,146806.26,1,0,1,36030.63,4.0743718782636265,1.0,1,0.575,0,0,0,0,45.0,0,1298.64,1
7624,13029778,739,0,0,28,7,188302.48,1,0,1,106955.74,1.7605480496133297,0.125,0,0.575,2,0,0,2,3.5,0,5000.0,0
7625,13641261,419,0,0,88,5,217077.12,2,0,1,139904.42,1.5515990731452718,0.3333333333333333,3,0.65,0,0,0,1,14.666666666666666,0,5000.0,0
7626,18794949,307,0,0,22,10,97887.58,3,1,1,49834.66,1.9642075573996611,0.2727272727272727,0,0.925,0,0,0,2,2.0,0,4306.7,0
7627,12543698,485,2,1,56,9,74599.36,1,0,1,86302.57,0.8643832462550506,0.1,2,0.575,0,0,0,2,5.6,0,5000.0,0
7628,13874491,500,2,0,29,0,0.0,1,1,1,164041.43,0.0,1.0,0,0.775,0,1,0,0,29.0,0,5000.0,0
7629,17370767,517,0,0,48,7,66216.23,2,1,1,78917.78,0.8390427474930555,0.25,2,0.85,0,0,0,2,6.0,0,5000.0,0
7630,11537177,583,2,0,62,10,64480.31,1,0,1,141250.93,0.45649153254047575,0.09090909090909091,3,0.575,1,0,0,2,5.636363636363637,0,5000.0,0
7631,17454035,433,1,0,70,8,0.0,1,1,1,191017.17,0.0,0.1111111111111111,3,0.775,0,1,0,2,7.777777777777778,0,5000.0,0
7632,13611260,316,1,0,60,7,0.0,1,0,0,155067.92,0.0,0.125,2,0.075,0,1,0,2,7.5,0,5000.0,0
7633,17350025,359,2,1,50,1,112616.39,1,0,0,160922.27,0.6998142033777962,0.5,2,0.075,0,0,0,0,25.0,1,5000.0,1
7634,13461983,704,1,0,39,9,182590.68,1,0,1,69773.04,2.6168855924065744,0.1,1,0.575,2,0,0,2,3.9,0,4322.39,0
7635,10838901,663,0,0,78,9,0.0,1,0,1,41922.87,0.0,0.1,3,0.575,1,1,0,2,7.8,0,2596.06,0
7636,10363845,443,0,0,68,5,0.0,2,1,0,150908.75,0.0,0.3333333333333333,3,0.35,0,1,0,1,11.333333333333334,0,5000.0,0
7637,13923792,818,0,1,68,10,166170.43,1,0,1,94644.61,1.755711965932704,0.09090909090909091,3,0.575,4,0,0,2,6.181818181818182,0,5000.0,0
7638,12751277,598,2,1,75,5,138513.12,2,0,1,141777.19,0.9769705763629793,0.3333333333333333,3,0.65,1,0,0,1,12.5,0,5000.0,0
7639,15332220,739,1,0,34,5,198051.21,2,1,1,68073.16,2.909344896800783,0.3333333333333333,1,0.85,2,0,0,1,5.666666666666667,0,4004.92,0
7640,10423526,736,0,0,91,8,223617.61,4,1,0,49625.64,4.505999398710047,0.4444444444444444,3,0.5,2,0,0,2,10.11111111111111,1,4397.32,1
7641,17982173,465,0,0,86,7,57121.87,2,0,1,105368.11,0.5421121047715027,0.25,3,0.65,0,0,0,2,10.75,0,5000.0,0
7642,12250009,625,2,0,50,6,0.0,2,0,1,31948.28,0.0,0.2857142857142857,2,0.65,1,1,0,2,7.142857142857143,0,1986.08,0
7643,10080556,626,0,1,33,8,0.0,1,1,1,117343.39,0.0,0.1111111111111111,1,0.775,1,1,0,2,3.6666666666666665,0,5000.0,1
7644,11689179,551,1,0,46,9,0.0,1,0,1,56442.02,0.0,0.1,2,0.575,0,1,0,2,4.6,0,3495.03,0
7645,15695385,650,1,1,47,7,204263.51,1,1,0,38428.26,5.315312082512127,0.125,2,0.275,1,0,0,2,5.875,1,2160.36,1
7646,17891224,485,0,1,90,9,131231.11,2,0,1,101219.92,1.296482090856317,0.2,3,0.65,0,0,0,2,9.0,0,5000.0,0
7647,11075027,354,0,1,39,4,203655.18,1,0,0,122060.62,1.6684620440069533,0.2,1,0.075,0,0,0,1,7.8,1,5000.0,1
7648,14361030,324,0,1,88,5,188264.3,1,0,0,160901.52,1.1700519047184594,0.16666666666666666,3,0.075,0,0,1,1,14.666666666666666,1,5000.0,1
7649,16740676,546,0,1,35,7,240788.68,1,0,0,64108.75,3.755882373585921,0.125,1,0.075,0,0,0,2,4.375,1,3602.89,1
7650,12258708,803,1,0,87,6,0.0,2,1,1,119193.97,0.0,0.2857142857142857,3,0.85,4,1,0,2,12.428571428571429,0,5000.0,0
7651,11844173,418,2,1,87,1,0.0,1,0,0,120434.69,0.0,0.5,3,0.075,0,1,0,0,43.5,0,4682.57,0
7652,14908751,626,0,0,63,5,8404.44,2,1,0,41633.49,0.20186244625549637,0.3333333333333333,3,0.35,1,0,0,1,10.5,0,2448.31,1
7653,16634783,390,1,1,26,1,230827.37,2,0,0,13782.13,16.747093729798674,1.0,0,0.15,0,0,0,0,13.0,1,627.51,0
7654,19493560,647,0,0,64,7,53732.88,2,1,0,125220.52,0.4291026015336661,0.25,3,0.35,1,0,0,2,8.0,1,5000.0,1
7655,15596856,401,0,1,86,8,0.0,3,1,0,112276.2,0.0,0.3333333333333333,3,0.425,0,1,0,2,9.555555555555555,0,5000.0,0
7656,10201946,542,2,0,87,7,211554.79,1,0,1,189928.87,1.113857393784348,0.125,3,0.575,0,0,1,2,10.875,0,5000.0,0
7657,13280176,745,2,0,52,9,122024.97,1,0,1,123677.47,0.9866306560875147,0.1,2,0.575,3,0,0,2,5.2,0,5000.0,0
7658,14029686,505,2,1,53,7,0.0,1,0,0,48030.57,0.0,0.125,2,0.075,0,1,0,2,6.625,0,2697.51,1
7659,17604604,814,0,1,46,4,93553.17,2,1,1,151308.05,0.618291966012608,0.4,2,0.85,4,0,0,1,9.2,0,5000.0,0
7660,13974855,325,1,1,34,0,141074.8,1,1,1,14134.41,9.98024111079905,1.0,1,0.775,0,0,0,0,34.0,0,510.26,0
7661,16378507,346,0,1,67,0,212136.69,1,1,0,143804.45,1.4751644669934274,1.0,3,0.275,0,0,0,0,67.0,1,5000.0,0
7662,13223627,393,2,1,91,10,223669.1,1,1,1,164397.45,1.3605304672884688,0.09090909090909091,3,0.775,0,0,1,2,8.272727272727273,0,5000.0,0
7663,12787082,434,1,1,38,8,116792.65,1,1,0,42348.27,2.7578432874994068,0.1111111111111111,1,0.275,0,0,0,2,4.222222222222222,1,2501.48,1
7664,15168163,534,2,0,81,3,181436.31,1,1,1,62179.48,2.9178981892709737,0.25,3,0.775,0,0,0,1,20.25,0,2777.63,0
7665,16224041,803,0,1,25,10,119468.92,2,0,0,28298.45,4.221598652977354,0.18181818181818182,0,0.15,4,0,0,2,2.272727272727273,1,2140.83,0
7666,17935865,433,0,1,22,2,235213.69,2,0,0,47436.38,4.958403900046757,0.6666666666666666,0,0.15,0,0,0,0,7.333333333333333,1,2313.53,0
7667,19601910,496,2,1,85,8,183252.1,4,1,1,57910.1,3.1643691796564046,0.4444444444444444,3,1.0,0,0,0,2,9.444444444444445,0,5000.0,0
7668,18493445,324,0,1,26,2,110663.88,3,0,0,63176.17,1.7516435129968628,1.0,0,0.225,0,0,0,0,8.666666666666666,1,3518.77,1
7669,13739628,693,1,1,49,7,127038.18,2,0,1,96830.36,1.3119528632046478,0.25,2,0.65,2,0,0,2,6.125,0,5000.0,0
7670,13715275,600,1,0,84,0,49866.91,1,1,0,189548.34,0.26308142249400607,1.0,3,0.275,1,0,0,0,84.0,0,5000.0,0
7671,12941405,324,2,0,44,7,235545.88,1,0,1,23940.74,9.838294125656699,0.125,1,0.575,0,0,0,2,5.5,0,1346.88,0
7672,16409920,555,0,1,40,5,0.0,1,0,1,74772.34,0.0,0.16666666666666666,1,0.575,0,1,0,1,6.666666666666667,0,3768.67,0
7673,18982884,420,2,1,21,6,49431.38,2,0,0,51542.07,0.9590305738482399,0.2857142857142857,0,0.15,0,0,0,2,3.0,0,3204.41,1
7674,11806938,532,0,1,70,0,0.0,1,0,1,153194.9,0.0,1.0,3,0.575,0,1,0,0,70.0,0,5000.0,0
7675,15614737,456,0,0,42,4,0.0,1,1,0,187595.34,0.0,0.2,1,0.275,0,1,0,1,8.4,0,5000.0,0
7676,16986209,732,1,1,26,1,172263.03,1,1,0,92368.54,1.864933288614407,0.5,0,0.275,2,0,0,0,13.0,1,3593.25,1
7677,18108393,331,0,0,53,6,67370.99,1,1,0,181157.55,0.37188965135788515,0.14285714285714285,2,0.275,0,0,0,2,7.571428571428571,1,5000.0,0
7678,18175547,630,2,0,30,0,0.0,1,0,0,172886.98,0.0,1.0,0,0.075,1,1,0,0,30.0,0,5000.0,0
7679,12221320,737,2,0,81,9,0.0,1,1,1,77908.41,0.0,0.1,3,0.775,2,1,0,2,8.1,0,4824.33,0
7680,11092243,300,2,1,74,1,152790.83,1,0,1,29435.06,5.1906005762999525,0.5,3,0.575,0,0,0,0,37.0,0,1145.96,0
7681,18293833,798,2,0,91,5,239489.95,2,1,1,194219.05,1.2330856160319186,0.3333333333333333,3,0.85,3,0,1,1,15.166666666666666,0,5000.0,0
7682,16084985,719,1,1,91,10,0.0,2,0,0,163829.11,0.0,0.18181818181818182,3,0.15,2,1,0,2,8.272727272727273,0,5000.0,0
7683,12314140,453,0,1,80,4,0.0,1,1,0,146568.48,0.0,0.2,3,0.275,0,1,0,1,16.0,0,5000.0,0
7684,11786012,565,2,0,55,5,97569.71,2,1,0,93984.09,1.038140305020722,0.3333333333333333,2,0.35,0,0,0,1,9.166666666666666,1,5000.0,0
7685,16759061,675,0,0,30,10,0.0,2,0,1,50065.63,0.0,0.18181818181818182,0,0.65,2,1,0,2,2.727272727272727,0,3785.17,0
7686,18280626,584,2,1,21,0,0.0,1,0,0,73892.31,0.0,1.0,0,0.075,1,1,0,0,21.0,0,2660.28,0
7687,11121839,716,0,1,24,6,164395.92,2,1,0,97318.35,1.6892418619729788,0.2857142857142857,0,0.35,2,0,0,2,3.4285714285714284,1,5000.0,0
7688,13018463,790,1,1,35,6,15109.8,1,1,1,129336.02,0.11682502040019167,0.14285714285714285,1,0.775,3,0,0,2,5.0,0,5000.0,1
7689,15869789,497,0,0,84,7,23533.04,2,1,0,31484.26,0.7474303848848637,0.25,3,0.35,0,0,0,2,10.5,0,2063.19,0
7690,11139396,360,0,1,33,6,122931.92,1,0,0,145938.45,0.8423487960246526,0.14285714285714285,1,0.075,0,0,0,2,4.714285714285714,1,5000.0,0
7691,15580446,537,0,1,24,5,135418.98,1,1,1,148210.09,0.9136899269818474,0.16666666666666666,0,0.775,0,0,0,1,4.0,0,5000.0,0
7692,19405068,630,0,1,88,6,240348.99,2,1,1,197966.04,1.214085890257287,0.2857142857142857,3,0.85,1,0,1,2,12.571428571428571,0,5000.0,0
7693,15009170,727,0,0,50,3,39562.84,2,0,0,157949.75,0.2504757970443318,0.5,2,0.15,2,0,0,1,12.5,0,5000.0,0
7694,12417634,455,0,0,49,3,202883.12,2,0,1,198069.39,1.0242980790818859,0.5,2,0.65,0,0,1,1,12.25,0,5000.0,0
7695,14682311,811,0,1,40,10,0.0,2,0,1,22121.62,0.0,0.18181818181818182,1,0.65,4,1,0,2,3.6363636363636362,0,1672.67,0
7696,14957278,320,1,0,89,7,97518.49,1,1,0,186448.98,0.523027623816318,0.125,3,0.275,0,0,0,2,11.125,1,5000.0,1
7697,13603976,619,0,1,44,7,0.0,2,1,1,161578.03,0.0,0.25,1,0.85,1,1,0,2,5.5,0,5000.0,0
7698,11139912,540,2,0,82,1,65346.72,1,0,1,117618.75,0.5555760830982892,0.5,3,0.575,0,0,0,0,41.0,0,4573.8,0
7699,15993672,682,0,0,92,4,167381.97,1,0,1,77101.15,2.1709118357918684,0.2,3,0.575,2,0,0,1,18.4,0,3665.73,0
7700,19539111,456,1,1,51,2,22098.6,1,1,0,37463.67,0.589851718966162,0.3333333333333333,2,0.275,0,0,0,0,17.0,0,1564.79,0
7701,10969366,813,0,0,70,10,221971.69,1,0,1,23049.47,9.629811886699056,0.09090909090909091,3,0.575,4,0,0,2,6.363636363636363,0,1496.11,0
7702,17816130,300,1,0,19,10,190369.8,1,1,1,78389.53,2.428479562518585,0.09090909090909091,0,0.775,0,0,0,2,1.7272727272727273,0,5000.0,0
7703,11257813,749,1,1,76,3,199640.16,2,1,0,87913.02,2.2708569122422113,0.5,3,0.35,3,0,0,1,19.0,1,4580.75,1
7704,11392508,571,1,1,90,4,0.0,1,1,1,153939.24,0.0,0.2,3,0.775,0,1,0,1,18.0,0,5000.0,0
7705,12502649,584,0,0,32,7,36531.48,2,1,0,58532.44,0.6241129856710967,0.25,1,0.35,1,0,0,2,4.0,0,3835.57,0
7706,17604958,471,1,1,18,1,184068.56,3,0,1,63045.93,2.919548342797976,1.5,0,0.725,0,0,0,0,9.0,0,3270.23,0
7707,15342648,515,0,1,21,6,151801.55,2,1,1,45054.1,3.3692423277276045,0.2857142857142857,0,0.85,0,0,0,2,3.0,0,2802.2,0
7708,10481635,539,0,1,82,2,17486.58,2,1,0,190736.4,0.09167882124848091,0.6666666666666666,3,0.35,0,0,0,0,27.333333333333332,0,5000.0,0
7709,10882768,471,0,0,36,5,74736.18,1,0,1,38384.84,1.9469726336586617,0.16666666666666666,1,0.575,0,0,0,1,6.0,0,1935.44,0
7710,13315432,306,1,0,48,7,108659.57,2,1,1,109761.21,0.9899542839015358,0.25,2,0.85,0,0,0,2,6.0,0,5000.0,0
7711,16651925,520,0,0,43,8,138012.45,1,0,1,78188.52,1.7651016402198147,0.1111111111111111,1,0.575,0,0,0,2,4.777777777777778,0,4617.75,0
7712,18214158,521,2,1,40,1,49229.27,1,0,0,117898.27,0.4175536455823687,0.5,1,0.075,0,0,0,0,20.0,0,4584.5,0
7713,16855673,697,0,0,30,3,134170.34,2,0,0,11742.56,11.425014220560035,0.5,0,0.15,2,0,0,1,7.5,1,613.11,0
7714,13708023,559,0,1,48,3,239611.92,2,0,1,173549.14,1.3806495344803524,0.5,2,0.65,0,0,1,1,12.0,0,5000.0,0
7715,14861659,602,0,0,87,7,91882.82,1,0,0,86601.99,1.0609659089137684,0.125,3,0.075,1,0,0,2,10.875,1,4864.65,1
7716,12181603,556,0,0,44,3,0.0,1,1,1,59571.24,0.0,0.25,1,0.775,0,1,0,1,11.0,0,2659.4,0
7717,13956793,533,1,1,78,5,119836.09,1,1,0,69445.41,1.7255908548764434,0.16666666666666666,3,0.275,0,0,0,1,13.0,1,3501.37,1
7718,14079891,695,2,0,69,2,0.0,1,1,1,193880.61,0.0,0.3333333333333333,3,0.775,2,1,0,0,23.0,0,5000.0,0
